#NO_PRODUCTS, NO_STORES
10,25
#PRODUCT_NO, QUANTITY_TO_BUY
0,10
1,6
2,1
3,4
4,3
5,5
6,6
7,4
8,4
9,3
#STORE_NO, DELIVERY_PRICE
0,9.51
1,0.17
2,9.68
3,0.35
4,4.63
5,3.54
6,7.14
7,8.97
8,9.04
9,8.83
10,1.26
11,5.59
12,4.0
13,0.95
14,0.22
15,8.41
16,2.93
17,1.31
18,7.23
19,2.86
20,0.74
21,9.78
22,6.37
23,9.16
24,1.81
#MATRIX OF PRICES (ROWS STORES - COLUMNS PRODUCTS)
15.71,0.0,0.0,11.44,46.51,44.65,0.0,0.0,0.0,0.0,
6.31,22.35,40.25,48.05,22.78,0.0,0.0,39.93,29.15,0.0,
36.15,0.0,0.0,0.0,31.65,0.0,18.67,9.81,42.78,21.59,
45.69,0.0,0.0,43.88,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,19.96,29.67,0.0,0.0,0.0,0.0,0.0,0.0,
34.94,8.17,46.74,5.91,18.12,40.25,0.0,0.0,38.56,0.0,
0.0,32.01,0.0,0.0,0.0,5.97,11.5,15.15,0.0,48.37,
24.54,0.0,34.94,34.64,0.0,0.0,49.11,0.0,15.92,6.07,
47.21,0.0,0.0,25.18,0.0,0.0,0.0,0.0,0.0,36.32,
0.0,0.0,10.65,0.0,6.4,0.0,0.0,0.0,0.0,32.17,
32.93,0.0,0.0,32.59,0.0,0.0,0.0,35.18,0.0,0.0,
38.52,0.0,0.0,29.06,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,41.65,0.0,26.3,0.0,23.52,21.23,27.78,48.94,0.0,
0.0,0.0,19.55,35.82,13.29,0.0,0.0,0.0,0.0,0.0,
45.85,0.0,19.68,0.0,34.26,25.0,0.0,0.0,44.24,0.0,
0.0,0.0,23.11,0.0,0.0,14.17,43.11,0.0,0.0,0.0,
38.72,0.0,0.0,9.52,0.0,15.26,0.0,0.0,27.3,0.0,
0.0,0.0,7.16,17.05,0.0,5.79,0.0,34.67,48.4,0.0,
0.0,46.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.41,0.0,0.0,15.2,0.0,0.0,0.0,0.0,22.13,0.0,
50.05,35.89,0.0,0.0,0.0,13.03,0.0,0.0,38.7,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51,33.16,
0.0,6.53,22.43,39.68,0.0,0.0,32.63,42.35,0.0,27.1,
0.0,0.0,0.0,20.29,0.0,0.0,23.07,0.0,8.87,0.0,
8.79,0.0,0.0,0.0,42.14,0.0,0.0,0.0,0.0,48.72,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
1,0,0,8,8,1,0,0,0,0,
8,3,6,8,4,0,0,3,4,0,
10,0,0,0,7,0,3,2,5,7,
6,0,0,3,0,0,0,0,0,0,
0,0,5,6,0,0,0,0,0,0,
6,7,7,1,1,8,0,0,6,0,
0,7,0,0,0,10,4,9,0,9,
1,0,10,2,0,0,7,0,8,3,
3,0,0,10,0,0,0,0,0,8,
0,0,6,0,6,0,0,0,0,5,
8,0,0,1,0,0,0,1,0,0,
6,0,0,2,0,0,0,0,0,0,
0,5,0,3,0,1,10,6,3,0,
0,0,3,5,4,0,0,0,0,0,
9,0,5,0,6,7,0,0,7,0,
0,0,6,0,0,10,1,0,0,0,
1,0,0,4,0,1,0,0,4,0,
0,0,7,1,0,8,0,7,1,0,
0,5,0,0,0,0,0,0,0,0,
4,0,0,10,0,0,0,0,5,0,
4,2,0,0,0,7,0,0,4,0,
0,0,0,0,0,0,0,0,2,6,
0,7,7,9,0,0,8,5,0,10,
0,0,0,10,0,0,7,0,3,0,
3,0,0,0,6,0,0,0,0,9,
