#NO_PRODUCTS, NO_STORES
10,25
#PRODUCT_NO, QUANTITY_TO_BUY
0,6
1,8
2,5
3,1
4,10
5,7
6,1
7,9
8,3
9,1
#STORE_NO, DELIVERY_PRICE
0,9.82
1,4.94
2,1.39
3,5.62
4,8.93
5,8.71
6,2.28
7,3.4
8,7.59
9,4.78
10,6.44
11,0.7
12,1.1
13,7.58
14,3.64
15,0.9
16,8.83
17,1.47
18,3.28
19,2.02
20,2.66
21,7.57
22,9.73
23,7.58
24,4.8
#MATRIX OF PRICES (ROWS STORES - COLUMNS PRODUCTS)
0.0,19.35,0.0,0.0,0.0,0.0,41.37,0.0,0.0,8.78,
0.0,0.0,0.0,0.0,0.0,0.0,36.89,35.76,47.36,0.0,
0.0,33.12,0.0,0.0,0.0,0.0,0.0,0.0,31.75,0.0,
0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,30.24,48.98,19.65,0.0,5.56,0.0,0.0,10.58,0.0,
0.0,0.0,0.0,0.0,16.46,0.0,0.0,0.0,0.0,0.0,
0.0,40.32,0.0,21.04,0.0,35.83,0.0,12.36,0.0,43.59,
0.0,0.0,0.0,0.0,16.06,0.0,16.96,0.0,0.0,0.0,
26.61,0.0,6.14,25.9,0.0,0.0,49.8,16.42,0.0,43.31,
0.0,0.0,37.6,0.0,0.0,0.0,22.82,10.58,0.0,9.85,
8.56,27.8,0.0,0.0,0.0,48.9,0.0,15.65,0.0,0.0,
0.0,0.0,49.45,22.07,21.18,0.0,5.21,0.0,0.0,31.31,
17.97,0.0,0.0,49.43,0.0,0.0,0.0,37.39,0.0,0.0,
10.64,45.02,0.0,0.0,32.03,0.0,15.2,0.0,0.0,0.0,
0.0,33.97,44.09,0.0,0.0,35.25,0.0,0.0,33.03,44.03,
0.0,43.35,17.1,42.9,0.0,7.01,15.5,0.0,0.0,0.0,
0.0,0.0,0.0,7.68,11.67,8.18,0.0,0.0,23.12,11.88,
17.35,16.54,0.0,28.12,0.0,0.0,40.94,10.07,31.22,12.05,
5.48,0.0,16.95,12.53,0.0,0.0,39.44,0.0,0.0,47.03,
50.09,43.05,0.0,0.0,19.59,0.0,36.95,0.0,0.0,0.0,
0.0,13.61,5.47,0.0,0.0,0.0,0.0,0.0,23.03,0.0,
30.75,0.0,0.0,0.0,0.0,6.24,33.93,0.0,9.5,34.07,
34.79,26.12,0.0,0.0,0.0,0.0,13.06,20.42,30.5,0.0,
0.0,36.15,36.65,0.0,12.73,31.85,0.0,30.4,36.16,0.0,
13.31,0.0,0.0,0.0,13.19,0.0,0.0,47.79,0.0,0.0,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
0,8,0,0,0,0,10,0,0,8,
0,0,0,0,0,0,3,4,1,0,
0,7,0,0,0,0,0,0,8,0,
0,10,0,0,0,0,0,0,0,0,
0,3,9,6,0,10,0,0,5,0,
0,0,0,0,10,0,0,0,0,0,
0,8,0,5,0,8,0,7,0,5,
0,0,0,0,9,0,7,0,0,0,
8,0,7,4,0,0,4,7,0,6,
0,0,9,0,0,0,8,8,0,9,
4,6,0,0,0,5,0,5,0,0,
0,0,1,10,6,0,5,0,0,4,
6,0,0,4,0,0,0,8,0,0,
8,6,0,0,3,0,6,0,0,0,
0,3,2,0,0,1,0,0,8,7,
0,4,3,8,0,10,4,0,0,0,
0,0,0,2,9,3,0,0,10,4,
4,9,0,3,0,0,8,2,4,5,
9,0,9,4,0,0,7,0,0,1,
8,7,0,0,9,0,5,0,0,0,
0,5,2,0,0,0,0,0,8,0,
1,0,0,0,0,1,4,0,10,8,
8,9,0,0,0,0,1,10,9,0,
0,10,9,0,8,8,0,8,7,0,
8,0,0,0,1,0,0,7,0,0,
