#NO_PRODUCTS, NO_STORES
10,25
#PRODUCT_NO, QUANTITY_TO_BUY
0,1
1,5
2,10
3,5
4,8
5,7
6,2
7,7
8,8
9,1
#STORE_NO, DELIVERY_PRICE
0,7.5
1,4.46
2,4.13
3,5.34
4,8.84
5,7.25
6,2.5
7,0.35
8,1.65
9,2.91
10,4.53
11,9.57
12,6.99
13,0.0
14,5.29
15,7.71
16,3.18
17,9.31
18,7.44
19,2.49
20,7.76
21,0.91
22,2.64
23,4.15
24,7.66
#MATRIX OF PRICES (ROWS STORES - COLUMNS PRODUCTS)
19.45,0.0,0.0,0.0,34.49,0.0,35.79,0.0,0.0,17.33,
0.0,0.0,0.0,29.31,0.0,15.14,29.03,0.0,0.0,11.36,
0.0,0.0,0.0,0.0,41.43,0.0,0.0,18.54,0.0,28.64,
0.0,0.0,0.0,27.87,0.0,0.0,22.76,36.81,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,
0.0,46.06,26.59,0.0,0.0,13.6,0.0,0.0,49.86,21.23,
28.43,0.0,29.38,24.54,15.59,0.0,47.15,0.0,0.0,0.0,
0.0,30.87,24.08,8.68,0.0,7.01,43.36,0.0,27.65,32.44,
0.0,40.61,29.97,0.0,7.4,10.33,0.0,5.56,16.75,0.0,
0.0,0.0,0.0,0.0,0.0,42.85,0.0,15.79,0.0,49.58,
37.57,0.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,5.59,0.0,0.0,0.0,7.79,39.49,41.09,30.26,0.0,
0.0,0.0,0.0,7.34,35.06,11.34,0.0,0.0,12.33,0.0,
0.0,42.75,0.0,7.34,0.0,0.0,32.88,44.35,0.0,38.5,
26.93,0.0,0.0,0.0,0.0,16.1,0.0,0.0,26.1,0.0,
43.63,27.35,11.69,33.05,0.0,0.0,0.0,0.0,0.0,0.0,
11.09,0.0,8.93,0.0,0.0,0.0,0.0,43.71,0.0,39.04,
0.0,15.1,28.66,22.93,31.46,21.12,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,29.9,0.0,0.0,20.34,0.0,0.0,
9.06,0.0,22.6,46.94,10.17,31.27,28.52,0.0,0.0,33.82,
10.17,0.0,18.16,40.51,0.0,0.0,16.28,0.0,0.0,0.0,
45.0,0.0,38.19,0.0,0.0,32.53,0.0,38.5,0.0,0.0,
17.07,0.0,0.0,0.0,11.92,0.0,0.0,28.34,34.3,0.0,
0.0,21.46,0.0,32.19,0.0,19.87,0.0,0.0,0.0,0.0,
5.77,0.0,18.97,40.24,34.18,37.82,0.0,40.98,0.0,16.75,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
8,0,0,0,5,0,4,0,0,4,
0,0,0,3,0,1,4,0,0,9,
0,0,0,0,4,0,0,6,0,1,
0,0,0,4,0,0,6,2,0,0,
0,0,0,0,0,0,0,7,0,0,
0,7,6,0,0,9,0,0,5,1,
8,0,4,9,3,0,3,0,0,0,
0,1,3,5,0,10,5,0,3,7,
0,3,8,0,7,4,0,2,5,0,
0,0,0,0,0,1,0,9,0,3,
10,0,0,1,0,0,0,0,0,0,
0,6,0,0,0,4,9,8,3,0,
0,0,0,3,1,2,0,0,9,0,
0,9,0,9,0,0,7,10,0,3,
2,0,0,0,0,2,0,0,10,0,
6,9,10,3,0,0,0,0,0,0,
6,0,9,0,0,0,0,4,0,3,
0,8,7,8,9,4,0,0,0,0,
0,0,0,0,3,0,0,9,0,0,
7,0,7,3,4,4,6,0,0,3,
5,0,5,6,0,0,7,0,0,0,
7,0,8,0,0,7,0,6,0,0,
10,0,0,0,5,0,0,8,3,0,
0,5,0,8,0,10,0,0,0,0,
8,0,8,9,8,9,0,9,0,3,
