#NO_PRODUCTS, NO_STORES
10,25
#PRODUCT_NO, QUANTITY_TO_BUY
0,1
1,4
2,1
3,2
4,6
5,7
6,6
7,7
8,2
9,1
#STORE_NO, DELIVERY_PRICE
0,5.18
1,8.34
2,0.68
3,0.28
4,7.17
5,1.2
6,7.49
7,9.38
8,8.26
9,3.32
10,3.4
11,0.92
12,9.6
13,1.71
14,0.57
15,0.09
16,3.09
17,6.01
18,0.25
19,6.82
20,1.55
21,8.01
22,6.12
23,8.28
24,5.53
#MATRIX OF PRICES (ROWS STORES - COLUMNS PRODUCTS)
43.76,47.13,0.0,14.06,5.14,42.7,21.65,29.45,32.41,0.0,
36.22,29.94,42.03,0.0,0.0,46.23,28.23,0.0,0.0,0.0,
19.58,37.89,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,
0.0,16.56,0.0,0.0,5.93,0.0,0.0,20.59,8.55,0.0,
0.0,0.0,24.08,33.58,13.86,0.0,0.0,0.0,0.0,25.1,
0.0,0.0,0.0,0.0,42.73,0.0,0.0,46.67,0.0,0.0,
37.29,47.05,30.76,45.68,0.0,0.0,23.05,0.0,5.49,49.12,
5.39,0.0,0.0,0.0,0.0,0.0,23.86,0.0,0.0,0.0,
0.0,0.0,27.77,0.0,0.0,0.0,0.0,24.81,32.0,17.24,
34.29,28.43,23.54,41.02,0.0,43.12,45.81,11.59,0.0,0.0,
0.0,0.0,0.0,0.0,42.83,0.0,46.72,0.0,0.0,0.0,
0.0,0.0,9.51,0.0,6.67,20.28,0.0,0.0,0.0,18.16,
14.81,17.05,0.0,34.16,0.0,40.74,0.0,16.68,24.76,0.0,
9.58,0.0,0.0,44.13,0.0,0.0,45.41,0.0,0.0,0.0,
47.27,0.0,0.0,0.0,0.0,13.46,0.0,38.83,45.21,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.0,
36.81,0.0,0.0,0.0,24.04,0.0,16.06,27.6,44.31,0.0,
14.39,23.03,22.35,0.0,34.96,0.0,0.0,49.23,0.0,25.93,
0.0,0.0,10.69,0.0,9.31,0.0,0.0,0.0,37.72,24.2,
0.0,0.0,0.0,0.0,0.0,41.39,29.06,0.0,49.06,0.0,
0.0,0.0,0.0,0.0,0.0,40.75,8.91,0.0,20.23,0.0,
0.0,0.0,0.0,0.0,41.9,0.0,19.38,0.0,0.0,0.0,
0.0,42.15,46.95,15.72,0.0,0.0,0.0,49.29,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,25.86,30.09,0.0,0.0,0.0,
0.0,38.8,29.51,0.0,0.0,25.98,35.97,23.78,0.0,13.52,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
7,9,0,2,4,8,4,2,9,0,
10,1,8,0,0,2,10,0,0,0,
6,3,0,0,0,0,0,0,2,0,
0,3,0,0,5,0,0,2,9,0,
0,0,8,5,1,0,0,0,0,5,
0,0,0,0,3,0,0,7,0,0,
3,8,3,9,0,0,5,0,5,10,
8,0,0,0,0,0,8,0,0,0,
0,0,4,0,0,0,0,8,3,2,
4,9,2,10,0,4,6,7,0,0,
0,0,0,0,3,0,3,0,0,0,
0,0,5,0,3,7,0,0,0,6,
5,3,0,6,0,8,0,4,5,0,
2,0,0,10,0,0,9,0,0,0,
7,0,0,0,0,5,0,4,2,0,
0,0,0,0,0,0,0,0,7,0,
7,0,0,0,3,0,10,1,4,0,
6,8,10,0,5,0,0,7,0,4,
0,0,3,0,3,0,0,0,10,10,
0,0,0,0,0,9,10,0,7,0,
0,0,0,0,0,8,9,0,8,0,
0,0,0,0,5,0,2,0,0,0,
0,10,10,5,0,0,0,1,0,0,
0,0,0,0,0,10,9,0,0,0,
0,7,9,0,0,7,3,5,0,1,
